step,tcp_score,cut_edges,dem_wins
509,0.5483932988389201,550,3
510,0.544892990910003,566,3
511,0.5445730213242491,566,3
512,0.5463887233026091,544,3
513,0.5351953189243985,597,3
514,0.5330740027086204,617,3
515,0.5337713017436518,601,3
516,0.5376094497989709,569,3
517,0.5444975637662234,591,3
518,0.532170045698823,583,2
519,0.5320288274875613,551,2
520,0.5326284307906076,514,2
521,0.5304316386038508,520,2
522,0.5135960377207502,550,2
523,0.5168054317358385,536,2
524,0.5151795274896825,534,1
525,0.5319831759193663,526,1
526,0.5297097187481601,563,1
527,0.5443064466055354,518,1
528,0.5449342810264193,523,2
529,0.5469288958522003,531,1
530,0.5466998913722918,529,1
531,0.5433418451133519,582,1
532,0.5436725212277856,553,1
533,0.5632232790725693,601,2
534,0.551230782597296,588,2
535,0.5525420529247912,571,2
536,0.5520907155886927,562,2
537,0.5558868706525231,570,2
538,0.5559922906891653,579,3
539,0.5547756693130995,561,3
540,0.5526557916286038,567,3
541,0.5496631504161744,581,3
542,0.547298003606373,572,3
543,0.54677420888313,570,3
544,0.5467791776313733,524,2
545,0.5404852695423626,477,2
546,0.544383160331105,501,2
547,0.5460588697631251,483,2
548,0.5480817975226527,489,2
549,0.5506574567303575,472,2
550,0.5500162480577839,483,2
551,0.5445630521884279,491,2
552,0.5435947319171407,493,2
553,0.5461500724130505,636,2
554,0.5497318672947901,637,2
555,0.5448222531627688,514,2
556,0.5398931045210523,511,2
557,0.542161784338302,486,2
558,0.5573518316277876,522,1
559,0.5510832203092074,546,2
560,0.5446920743098744,476,1
561,0.5439988733165698,480,1
562,0.5387908353938305,482,1
563,0.5349340932343409,492,1
564,0.5304361333610345,528,1
565,0.5317869592253367,516,1
566,0.5314797194351992,518,1
567,0.5381138425901753,514,1
568,0.535826851800691,527,1
569,0.5418627423391454,506,1
570,0.5321076895278914,523,2
571,0.5431229705048295,527,3
572,0.5438513125573468,521,3
573,0.5330608407588955,585,3
574,0.5358437373381901,614,3
575,0.5354537952492625,616,3
576,0.550647455602934,639,3
577,0.5487028827002095,644,3
578,0.5379382698432285,602,3
579,0.5395226644897748,585,3
580,0.5355918383204124,603,3
581,0.5403592763111833,586,3
582,0.5397041302589647,607,3
583,0.5206436253299064,636,3
584,0.5082674308863967,651,3
585,0.5081636554097312,637,3
586,0.5130997888991821,636,3
587,0.517146277159027,658,3
588,0.5194497867814165,650,3
589,0.5152823521875363,609,3
590,0.5255848286023836,652,3
591,0.5148676691648717,639,3
592,0.5194432377221077,629,3
593,0.5237098039628479,632,2
594,0.5206246275535575,709,2
595,0.5254387091782781,709,2
596,0.5252448103098664,706,2
597,0.5242039386868378,737,2
598,0.5223514313997643,629,2
599,0.5215736544848449,639,2
600,0.5117149273286213,628,3
601,0.5305678576659554,660,3
602,0.5283452560019112,630,3
603,0.5262329653956475,654,3
604,0.5225154764310778,665,3
605,0.524615955172664,659,3
606,0.5266690416114369,646,3
607,0.5174310519134862,670,3
608,0.5360193420484358,625,3
609,0.5315058843988388,635,3
610,0.5394785780900339,596,3
611,0.538439410834694,657,3
612,0.54198594182605,697,3
613,0.5427327286503772,666,3
614,0.5401374503246633,644,3
615,0.5498690401993539,621,3
616,0.5515371160937103,667,3
617,0.5505831373426515,670,3
618,0.5510390077731978,638,3
619,0.544272404429241,657,3
620,0.5461286561665012,650,3
621,0.5487854852126897,659,3
622,0.5403094072366418,661,3
623,0.53989534660678,754,3
624,0.5410228434118919,739,3
625,0.5413112846654885,746,3
626,0.5431230338515338,699,3
627,0.5361842466895645,711,3
628,0.5361627913630591,704,3
629,0.5395601834877141,703,3
630,0.5315352059962459,724,3
631,0.5383605557493871,607,2
632,0.5379328200824602,607,2
633,0.5359595182420864,613,2
634,0.5311474513878933,605,3
635,0.5383372470030666,574,3
636,0.5396503431248793,536,2
637,0.5389037241819384,532,2
638,0.5391338150641635,533,2
639,0.5298233107813517,562,2
640,0.5298615424144174,542,2
641,0.5231437105647222,538,2
642,0.5252691616318882,565,2
643,0.5239494103122604,580,2
644,0.5359128318972491,543,2
645,0.54074278996499,546,2
646,0.5418697984447159,556,2
647,0.545238225672879,603,3
648,0.5373882179079148,639,3
649,0.5665413215576172,555,3
650,0.5745142532549253,575,3
651,0.57955811153961,557,3
652,0.5931777843518393,548,2
653,0.5919323038451613,542,2
654,0.587349217830746,530,2
655,0.585959807737995,510,2
656,0.5759590250889312,526,2
657,0.5823267264282932,518,2
658,0.5773084895102305,543,2
659,0.5602419663973981,540,3
660,0.5623416241049881,528,3
661,0.5656557109320847,523,3
662,0.5727123385712425,499,3
663,0.5660149874880085,517,3
664,0.5676491224246221,534,3
665,0.5791663254899707,552,2
666,0.5792435367124705,554,2
667,0.580253371024869,535,2
668,0.5758653423959955,519,2
669,0.57501089223647,518,2
670,0.5733311208402286,535,2
671,0.5722370129028485,518,2
672,0.5690112031659424,513,2
673,0.5672260565895799,503,2
674,0.5690551400297467,515,2
675,0.5564073075053961,531,2
676,0.5675704529752101,486,2
677,0.5636055279176421,546,2
678,0.5614957214657835,543,2
679,0.569512006895206,522,2
680,0.562544882942199,550,2
681,0.5663765921582785,549,2
682,0.5580270413835586,538,2
683,0.5650394391045734,501,2
684,0.5607575251281988,516,2
685,0.5618024552891026,550,2
686,0.5659871597699884,533,2
687,0.5661741096591475,548,2
688,0.564343826988859,556,2
689,0.5807645773887496,558,2
690,0.5830184797372729,528,2
691,0.5818511772263557,496,2
692,0.575487681473913,551,2
693,0.5750344484717081,542,2
694,0.5866464544169365,490,2
695,0.5880004271688047,497,2
696,0.5923842937991377,476,2
697,0.5835405833272297,495,2
698,0.5817940333615804,513,2
699,0.5671840613558492,533,2
700,0.5606616082650877,599,2
701,0.5302099090042453,638,3
702,0.5408101012416731,657,3
703,0.5664191789815672,617,2
704,0.5663960706291297,606,2
705,0.5801313809400361,591,2
706,0.5576454216914817,650,3
707,0.5727106032660771,617,3
708,0.5566604957313832,621,2
709,0.5624363264293518,600,3
710,0.5556568293443817,617,2
711,0.5602069798262009,614,2
712,0.5623936959092183,643,3
713,0.5598700256374923,668,3
714,0.5652512958603051,621,3
715,0.5625384907965368,636,3
716,0.5685867872010105,621,3
717,0.5604724403294497,585,3
718,0.5614170427977054,588,3
719,0.5700881243403133,576,2
720,0.5670813054222646,571,2
721,0.55040180083454,584,2
722,0.5432048956627621,625,2
723,0.5409571297357889,605,3
724,0.5413666968646221,602,2
725,0.547455675003057,535,2
726,0.5454750336698836,580,2
727,0.5471005231368796,602,2
728,0.5492360927496632,608,2
729,0.5252607347998579,674,2
730,0.5168969899000158,708,2
731,0.5175047904292929,714,2
732,0.5366587236455735,670,2
733,0.5207421809583589,692,3
734,0.5320442251765928,683,3
735,0.5335053404542992,696,3
736,0.5358091254998206,653,3
737,0.5459508039279934,629,3
738,0.5458362278174006,615,3
739,0.5472157815112271,592,3
740,0.5494204585697358,580,3
741,0.5498329603426012,568,3
742,0.5412665244660876,620,3
743,0.5220386923028763,704,3
744,0.5276955407593896,723,3
745,0.5565552301864437,641,3
746,0.5618539847640157,596,3
747,0.5670290330149099,573,3
748,0.5659539022037835,588,3
749,0.5741839282987906,603,3
750,0.5733888706940545,597,3
751,0.5935404187265146,564,3
752,0.5921474825805692,563,3
753,0.5882808738755937,611,3
754,0.5887410026793365,622,3
755,0.5748194888159567,670,3
756,0.5953533295949965,586,2
757,0.5864278485161495,615,2
758,0.5874208022168838,608,2
759,0.5936266134629358,623,2
760,0.5933811546411606,614,3
761,0.5928989411293374,611,3
762,0.5941462369239723,618,3
763,0.5936975909593845,641,3
764,0.6004453032933732,663,3
765,0.5956184355801004,646,3
766,0.588389482168933,643,3
767,0.590569969470059,638,3
768,0.5655796741180507,629,3
769,0.5666664476175681,638,3
770,0.566782928236292,635,3
771,0.556655065714427,546,2
772,0.5528923969460507,561,2
773,0.5512108057661209,564,2
774,0.5521613621541143,558,2
775,0.5501706540909657,562,2
776,0.5518858613362061,547,2
777,0.5544034683875948,543,2
778,0.5517961326053499,520,2
779,0.552873794965926,524,2
780,0.5510371169261911,518,2
781,0.546804863433517,590,2
782,0.5440519637617086,573,2
783,0.5499898856606587,514,2
784,0.556143581873001,518,2
785,0.5499040881828906,550,2
786,0.552085522151714,526,2
787,0.5516552096635975,526,2
788,0.552463500904471,518,2
789,0.5524051556791018,516,2
790,0.5459381630740145,529,2
791,0.5389837571949851,515,2
792,0.5371996054078173,611,3
793,0.5465945999978292,575,3
794,0.5429305274434241,583,3
795,0.531076729506463,626,3
796,0.5348235290066493,550,3
797,0.5371297468827408,526,3
798,0.5402286149005354,502,3
799,0.544861330659938,520,3
800,0.5495299133863506,506,3
801,0.5488271056952003,510,3
802,0.5436539338535851,507,3
803,0.561983542500011,503,3
804,0.5608210301200718,486,3
805,0.5423014460528811,566,2
806,0.5595937800229871,531,3
807,0.5610926126078011,587,3
808,0.5630628934684218,510,3
809,0.560485716369852,533,3
810,0.5563219500437921,565,3
811,0.5598580981030685,565,3
812,0.5673765313575535,573,3
813,0.5699736734679767,566,3
814,0.562933949497659,580,3
815,0.5571703599046434,578,3
816,0.5518457958802911,564,3
817,0.5516004164198083,532,3
818,0.5492428782267091,526,3
819,0.557496908720356,529,3
820,0.5586582280008356,545,3
821,0.5640361424268757,537,3
822,0.5503948883714114,577,3
823,0.5551106451874974,630,3
824,0.5485229030783618,681,3
825,0.5428299268515424,686,3
826,0.5502080021791312,632,3
827,0.5501271132799801,588,3
828,0.5494457621853848,590,3
829,0.5577359205578539,600,3
830,0.5574676063915978,573,3
831,0.5552338427953193,594,3
832,0.5643670062162464,609,3
833,0.5651350464317921,612,3
834,0.5678988508668248,597,3
835,0.548893490199819,612,3
836,0.5422612581198073,605,3
837,0.5418406263218107,595,3
838,0.541965451454562,582,3
839,0.5395041032515084,576,3
840,0.5385308194843329,576,3
841,0.5372884631909829,584,3
842,0.5439351354001932,547,3
843,0.5471829316438928,529,3
844,0.5469206024397262,523,3
845,0.5497817027938786,535,3
846,0.5521799287271484,572,3
847,0.5583412366874071,550,3
848,0.5550700033883011,507,3
849,0.556196989914839,504,3
850,0.5609526291203786,519,3
851,0.5573245732441477,501,3
852,0.5577687598506181,499,3
853,0.5594519870927748,508,3
854,0.5483397496181593,516,3
855,0.5447380438045663,537,3
856,0.5440431010630092,555,3
857,0.5258046002869098,580,3
858,0.5316789271487083,556,3
859,0.5316822462158994,580,3
860,0.5363624082298072,621,3
861,0.5381235640893,619,3
862,0.5366628448368955,618,3
863,0.5326902548845425,639,3
864,0.533284078693706,629,3
865,0.5279229601153511,626,2
866,0.5278548860475804,618,2
867,0.5340250561348903,588,3
868,0.5439817913349712,632,3
869,0.5446082545566187,628,3
870,0.5439712473754351,618,3
871,0.5425474147981003,585,3
872,0.5651730458258266,579,3
873,0.5642197438563739,589,3
874,0.5673148245991442,589,3
875,0.5653529360186859,601,3
876,0.5668754102017324,595,3
877,0.5380972975414646,623,3
878,0.5406764547130227,625,3
879,0.5305201033584398,649,3
880,0.5172274138870989,684,3
881,0.5305072766968169,677,3
882,0.5267209044784606,655,3
883,0.5110055933190928,709,3
884,0.5100675253416886,678,3
885,0.5077786784027067,680,3
886,0.5102439190074988,682,3
887,0.5186572520306167,670,3
888,0.518083643802431,679,3
889,0.5146322751097618,722,3
890,0.5110108901821422,731,3
891,0.5061624648114532,732,3
892,0.5050021179461295,734,3
893,0.5043041502278311,726,3
894,0.5152177131022959,661,3
895,0.5166255024909352,657,3
896,0.5129211903195066,686,3
897,0.5089753038200332,699,3
898,0.510752233327767,662,3
899,0.5144163478539201,647,3
900,0.4970894736674519,665,3
901,0.4974907645258251,647,3
902,0.5054023851454549,635,3
903,0.5055924694455954,635,3
904,0.4981974834533246,659,3
905,0.5098429922480298,610,3
906,0.5187560533770273,603,3
907,0.5187527615720327,599,3
908,0.5175169614445206,648,3
909,0.5185477648919824,647,3
910,0.5242696202832094,633,3
911,0.5215408475409858,668,3
912,0.5154815541501238,682,3
913,0.5194981595260094,657,3
914,0.5226139520961073,733,3
915,0.5219085114863472,729,3
916,0.5159336235678061,622,3
917,0.5175109143574291,611,3
918,0.5227339928118905,588,3
919,0.5288268587150672,623,3
920,0.5196989740053356,654,3
921,0.5066042246261355,690,3
922,0.5060649846440527,696,3
923,0.5059238819442465,695,3
924,0.5070753311895377,689,3
925,0.5090617748514572,695,3
926,0.5028067662292246,721,3
927,0.5199262753235288,693,3
928,0.5322117705988056,677,3
929,0.5251775455596279,685,3
930,0.5325785256187203,664,3
931,0.5325522685779708,676,3
932,0.5329245102600761,642,3
933,0.5344933620042139,632,3
934,0.5185706548052359,654,3
935,0.5238334303122666,653,3
936,0.523132207761154,687,3
