step,tcp_score,cut_edges,dem_wins
1819,0.5550711315339626,602,3
1820,0.5555062039029988,573,3
1821,0.5571263258440041,567,3
1822,0.548556478261361,574,3
1823,0.547738959532353,566,3
1824,0.5489542605272466,574,3
1825,0.5470216721325231,587,3
1826,0.5476483720374431,595,3
1827,0.5444970948125893,608,3
1828,0.5469552117013188,615,3
1829,0.5466077313210033,611,3
1830,0.5452793621943466,591,3
1831,0.547215130895731,576,3
1832,0.545780527162958,567,3
1833,0.5507140324478765,567,3
1834,0.5426056447902708,564,3
1835,0.5319341323895076,574,3
1836,0.5428579880350489,555,3
1837,0.5519412524863333,553,3
1838,0.5492199974391782,580,3
1839,0.5555138324189468,589,3
1840,0.5436840412163557,613,3
1841,0.5401566657813066,613,3
1842,0.5364737976044834,667,3
1843,0.5360888999279734,684,3
1844,0.5489125303578261,640,3
1845,0.565960383241956,618,3
1846,0.57086989829538,602,3
1847,0.5740109384681829,598,3
1848,0.5711479167499867,610,3
1849,0.5756657729449994,606,3
1850,0.5895783475900979,638,3
1851,0.5756115458490475,634,3
1852,0.5716820621578265,696,3
1853,0.5687882070799936,683,3
1854,0.5724489302361133,692,3
1855,0.572242653203419,670,3
1856,0.5845174444323071,648,2
1857,0.5838667016740311,626,2
1858,0.5664436021349121,615,2
1859,0.5812393418928338,642,2
1860,0.5776310728578701,646,2
1861,0.5764108325155547,666,2
1862,0.5708754157907167,664,2
1863,0.5810309009062191,643,2
1864,0.5723518659799084,625,2
1865,0.5793392983001467,613,2
1866,0.5878263122138794,586,2
1867,0.5892502800633092,599,2
1868,0.5895576521265979,596,2
1869,0.5907983150484365,600,2
1870,0.5958426652051765,579,2
1871,0.5894048695840751,570,2
1872,0.5750528925670395,598,2
1873,0.5679834321132379,612,2
1874,0.564592255955711,623,2
1875,0.5744424673711175,593,2
1876,0.5825845397020714,604,2
1877,0.5799012019284026,589,2
1878,0.5776883142846352,590,2
1879,0.5817001270835396,563,2
1880,0.5816939447274955,574,2
1881,0.5839574360398645,608,2
1882,0.5761584239075979,529,2
1883,0.5757503051108454,524,2
1884,0.5639268470747079,553,2
1885,0.5614029522887193,575,2
1886,0.562763540416507,570,2
1887,0.5531300751695456,592,2
1888,0.5514946871167565,611,2
1889,0.5591316703874699,640,2
1890,0.5587987709985035,644,2
1891,0.5491061334126126,650,2
1892,0.5685065844407068,627,2
1893,0.5708871305703906,599,2
1894,0.5669043483555465,596,2
1895,0.5661619308977875,612,2
1896,0.5666172293754774,589,2
1897,0.5724866399352152,580,2
1898,0.5827797508730383,560,2
1899,0.5942490568559181,505,2
1900,0.5821470420439951,507,2
1901,0.5950896739103422,530,2
1902,0.5964314226499986,538,2
1903,0.6019248455975358,515,2
1904,0.596122572140893,533,2
1905,0.5966914088117857,521,2
1906,0.5973495965386658,526,2
1907,0.59623066552707,541,2
1908,0.5972136714368251,594,2
1909,0.5962899652247107,541,2
1910,0.5975369406258773,531,2
1911,0.5698836380008623,549,2
1912,0.5695307845679334,596,2
1913,0.5673054067735194,526,2
1914,0.5648668701633984,594,2
1915,0.5744285015049628,602,2
1916,0.5994015385136725,552,2
1917,0.5993760171448236,558,2
1918,0.5987441583929954,560,2
1919,0.5997438164772363,493,2
1920,0.5917433993097087,482,1
1921,0.5830320742861708,490,1
1922,0.5849306090150976,490,1
1923,0.5843111035227888,491,1
1924,0.5615277197502965,541,1
1925,0.5631391603251412,540,1
1926,0.5631992277227843,550,1
1927,0.566642226573099,539,1
1928,0.5644080993462025,532,1
1929,0.5644080993462025,533,1
1930,0.5589529038383321,540,1
1931,0.5579816985708201,518,1
1932,0.5456502971209122,539,1
1933,0.5356359374448738,554,1
1934,0.5363332020450575,559,1
1935,0.5424876159925166,543,1
1936,0.5345593897465235,606,1
1937,0.5301971206672496,618,1
1938,0.5301364328116518,615,1
1939,0.5241574023723545,623,1
1940,0.5210943351691942,650,1
1941,0.5181150948090499,653,1
1942,0.5251069890792889,619,1
1943,0.5485646283445793,574,1
1944,0.5497351702772191,560,1
1945,0.5409836600886112,572,1
1946,0.5407933735104614,577,1
1947,0.5552221823781969,535,1
1948,0.5551185578536032,564,1
1949,0.5560115153942985,567,1
1950,0.5460531948456452,583,1
1951,0.5444898974359653,625,1
1952,0.5234542460376439,628,1
1953,0.5200029420119434,630,1
1954,0.5199749510090471,627,1
1955,0.5141656860892497,630,1
1956,0.5185584327339061,605,1
1957,0.5175495779017175,616,1
1958,0.5156044973610556,637,2
1959,0.5167507898278214,682,2
1960,0.5154628894603349,680,2
1961,0.5130641967318444,705,2
1962,0.5133825847320177,704,2
1963,0.5123007949639972,722,2
1964,0.5208147492721465,696,2
1965,0.5260243923381844,661,2
1966,0.5407388123982965,669,2
1967,0.5307066899019731,702,2
1968,0.5387036278858585,688,2
1969,0.5229527562014211,651,2
1970,0.5232827099472251,655,2
1971,0.5227919374541863,638,2
1972,0.5317621121050061,612,2
1973,0.5315870226677252,682,2
1974,0.5263423413386168,639,2
1975,0.5275848182093946,640,2
1976,0.5328211706862798,651,2
1977,0.5335695560810676,637,2
1978,0.5281199315294377,637,2
1979,0.52857862062955,653,2
1980,0.5460287397317166,663,2
1981,0.54982544893546,646,2
1982,0.5312163031820177,667,2
1983,0.5239693018333442,670,2
1984,0.5218464004604152,681,2
1985,0.5456760796560718,683,2
1986,0.5451807044947117,680,2
1987,0.5229704840530763,670,2
1988,0.5145183602003578,692,2
1989,0.5125420872392298,682,2
1990,0.5093361133075219,677,2
1991,0.5106466128526929,649,2
1992,0.5141059526046516,632,2
1993,0.5162976319642483,619,2
1994,0.5182784830238081,668,3
1995,0.5201635275981872,580,2
1996,0.516870044195191,632,3
1997,0.5305674295902436,603,3
1998,0.535076240749295,575,3
1999,0.5326534572555699,596,3
2000,0.5327070351423038,612,3
2001,0.5322004025112482,647,3
2002,0.5369876037398537,619,2
2003,0.5458036872807389,605,2
2004,0.5459300733652885,603,2
2005,0.5404838938616007,575,3
2006,0.547334580886839,562,2
2007,0.5448732247835957,558,2
2008,0.5475861582931308,552,2
2009,0.5476404369639715,562,2
2010,0.5499501027826311,548,2
2011,0.5438594287698827,609,2
2012,0.5646084118691407,579,3
2013,0.5431531561391375,571,2
2014,0.5447785674165183,538,2
2015,0.5436664508643696,555,2
2016,0.544488064185032,561,2
2017,0.5419836063597054,594,3
2018,0.5488791583885588,599,3
2019,0.547377317357424,601,3
2020,0.5484734966216742,600,3
2021,0.559680904294529,612,3
2022,0.5653857913722677,595,3
2023,0.5665069922766158,631,3
2024,0.5620306504244239,613,3
2025,0.5697450702679333,604,3
2026,0.5682486621661438,616,3
2027,0.5633226301119594,641,3
2028,0.569185497322377,588,2
2029,0.570921999943116,607,2
2030,0.5643691991920058,632,3
2031,0.561939692334078,635,3
2032,0.5655781250341827,635,3
2033,0.5612853806419439,579,3
2034,0.5693869951631549,567,3
2035,0.5676730676323283,609,3
2036,0.5649516311391258,607,3
2037,0.5550296119411089,587,3
2038,0.560086208020721,558,3
2039,0.563798548378781,585,3
2040,0.5591485883789814,583,3
2041,0.5592267338104028,591,3
2042,0.5609588992924724,609,3
2043,0.5566959982793989,673,2
2044,0.5509216602625904,689,2
2045,0.5609180259377324,638,3
2046,0.5604667640850018,660,3
2047,0.5622258490538948,617,3
2048,0.564229360821737,611,3
2049,0.5622662559796994,610,3
2050,0.5502888269221797,605,3
2051,0.5481910806242771,588,3
2052,0.5442742966778992,563,3
2053,0.5421885097877847,573,3
2054,0.5360099347372438,583,3
2055,0.5373449700424785,565,3
2056,0.5372147290104263,570,3
2057,0.5597358549542196,529,3
2058,0.5517743549037265,550,3
2059,0.562669127396362,499,3
2060,0.562092261529796,494,3
2061,0.5662122557334341,592,3
2062,0.57283925344495,580,3
2063,0.5723929639431141,622,3
2064,0.578019931648502,583,3
2065,0.5698847277039084,604,3
2066,0.5666812253399078,630,3
2067,0.5663233424855902,677,3
2068,0.5671242573818679,648,2
2069,0.5687484643699732,652,2
2070,0.5718016624381563,672,2
2071,0.5670125979425232,695,2
2072,0.5634748918879656,712,2
2073,0.5637516502182586,686,2
2074,0.5663126246887747,681,3
2075,0.5697441231656907,651,3
2076,0.5668506318082189,660,3
2077,0.5588270398006293,605,3
2078,0.5577808428457958,595,3
2079,0.5502383990801814,631,3
2080,0.5401594230065087,641,3
2081,0.5251428606411913,672,3
2082,0.5427076975634482,641,3
2083,0.5407510499617051,658,3
2084,0.5492827367983723,601,2
2085,0.5447192973715205,624,3
2086,0.5475966657190163,645,3
2087,0.5472455496391067,642,3
2088,0.5427323350653172,653,3
2089,0.5525957521083932,626,3
2090,0.5496305541847294,619,3
2091,0.5558303840995114,596,3
2092,0.5577129444278581,579,3
2093,0.5695904995213799,599,3
2094,0.5766677608598159,611,3
2095,0.5630429039056556,557,3
2096,0.5656387557471789,558,3
2097,0.560558362704751,613,3
2098,0.5450189741770504,637,3
2099,0.5452185805049072,628,3
2100,0.546219656587162,634,3
2101,0.5474601722263824,621,3
2102,0.5472328383724302,611,3
2103,0.5277105546915025,579,3
2104,0.5250857703026053,608,3
2105,0.5273589514127848,609,3
2106,0.5229214287350501,639,3
2107,0.5250978760189753,653,3
2108,0.5275476300514799,651,3
2109,0.5259660247077117,667,3
2110,0.5335002184681658,615,3
2111,0.5379622152798257,643,3
2112,0.539639565566546,628,3
2113,0.5387552541574469,632,3
2114,0.5494435537478937,598,3
2115,0.5509001305509519,576,3
2116,0.5456229949937353,561,3
2117,0.5450304380746435,577,3
2118,0.5358616848474027,612,3
2119,0.534963156959326,640,3
2120,0.5044465552189297,687,2
2121,0.5406567133866051,649,2
2122,0.5396675457875316,659,2
2123,0.5426623058458216,640,2
2124,0.5295332150947312,660,2
2125,0.5253345031290078,669,2
2126,0.5154505420205422,701,2
2127,0.5154071521658501,674,2
2128,0.5304970643096661,667,2
2129,0.5284023345079215,688,2
2130,0.5232700386020125,727,1
2131,0.531704534800792,685,1
2132,0.5280713111546868,713,1
2133,0.5254469441271387,678,1
2134,0.5256983675387381,664,2
2135,0.5148105820250404,690,2
2136,0.5165789231043093,672,2
2137,0.5005615453563952,613,2
2138,0.4996979156645693,630,2
2139,0.509403745686906,614,2
2140,0.5062338237735037,660,2
2141,0.5129846663206391,761,2
2142,0.5163845857954233,644,1
2143,0.5142008642118877,675,1
2144,0.5098393217489685,709,1
2145,0.5098720002237237,698,2
2146,0.5106715089793443,689,2
2147,0.5118241251471412,685,2
2148,0.5197269237583466,668,2
2149,0.521592438822442,653,2
2150,0.5224824683828719,637,2
2151,0.5224322651983669,637,2
2152,0.5217920305671528,652,2
2153,0.5212622288174582,648,2
2154,0.5219890225777318,628,2
2155,0.5122846629806787,656,3
2156,0.5280755301431529,623,2
2157,0.5314491866085421,662,2
2158,0.5348318494985692,617,2
2159,0.5551460417694533,590,2
2160,0.5438729363952147,667,2
2161,0.5409546739175147,693,3
2162,0.5383184687319403,696,3
2163,0.5365314623888854,716,3
2164,0.5373963125697006,708,2
2165,0.5457752576215282,695,1
2166,0.559854846140031,690,1
2167,0.5656421769733101,654,1
2168,0.5704740685054666,569,1
2169,0.5779232346573672,572,2
2170,0.5797281955176548,570,2
2171,0.5864825041916477,584,3
2172,0.5866639060365506,581,2
2173,0.6029646351979734,562,2
2174,0.6003556144616026,556,2
2175,0.5980361002923367,571,2
2176,0.5956366562978342,504,2
2177,0.6071800460389624,477,2
2178,0.5970459753225719,479,2
2179,0.5922032325767711,496,2
2180,0.5886069578369979,488,1
2181,0.5867617035146039,490,1
2182,0.5797814117822894,553,1
2183,0.5817028604029127,537,1
2184,0.5863087619023797,484,1
2185,0.5842152837097666,570,1
2186,0.5855079146537054,566,1
2187,0.5824876567375187,620,2
2188,0.5815572355197899,617,2
2189,0.5630361806614893,546,2
2190,0.5640195879719268,544,2
2191,0.5627866671560838,545,2
2192,0.563915163746162,533,2
2193,0.5648290752014322,536,2
2194,0.5669463592873457,524,2
2195,0.5701285744066213,520,2
2196,0.565486794614209,508,2
2197,0.5680680166678679,520,2
2198,0.5636636293819866,535,2
2199,0.5662448003959463,536,2
2200,0.565344664162222,519,2
2201,0.5659477003969277,520,2
2202,0.5687445024509712,514,2
2203,0.5466145260678273,554,2
2204,0.5448389372969885,566,2
2205,0.5465713269497711,561,2
2206,0.5413851465599552,554,2
2207,0.5506130293062794,545,2
2208,0.5482042280694257,573,2
2209,0.5488837715309985,578,2
2210,0.5413541556972086,628,2
2211,0.5635452344638968,571,2
2212,0.5698226902291714,506,2
2213,0.5725495146279844,509,2
2214,0.5682330099809536,591,2
2215,0.573743743729953,553,2
2216,0.5725200300215574,569,2
2217,0.5633959610825428,566,2
2218,0.5519401716701163,588,2
2219,0.5546487438677907,511,2
2220,0.5383031928993768,581,1
2221,0.54472996716543,534,1
2222,0.5417573559965176,543,1
2223,0.5411987464429707,563,1
2224,0.5424716115857988,576,1
2225,0.5333593372237689,562,1
2226,0.5336987146382143,556,1
2227,0.5369773271159786,528,1
2228,0.5419079344070441,525,1
2229,0.5394341131466202,546,1
2230,0.5448899931065285,534,1
2231,0.5332284349435136,577,2
2232,0.5332970415170748,577,2
2233,0.5452685503785799,581,3
2234,0.5447617012434908,583,3
2235,0.547509277244062,582,3
2236,0.5455062098838224,587,3
2237,0.55146555768022,604,3
2238,0.556000766322439,702,3
2239,0.5693381371799398,713,3
2240,0.5700310589317281,716,3
2241,0.5676657434172941,631,3
2242,0.5665635528551837,631,3
2243,0.5674501490858153,579,3
2244,0.570143665994285,580,3
2245,0.5761509534778183,615,3
2246,0.5854798178601165,559,3
2247,0.5813872372755914,546,3
2248,0.583225145075192,533,3
2249,0.5819026898195272,536,3
2250,0.5773446439086176,546,3
2251,0.5737218414953147,587,3
2252,0.5703126480493618,591,3
2253,0.5679889836306498,599,2
2254,0.5654114391642695,628,2
2255,0.5654817879263849,620,2
2256,0.5698241415793628,610,2
2257,0.5513991924932278,585,1
2258,0.5561548846820585,575,1
2259,0.556300479896755,580,1
2260,0.5552598829920815,574,2
2261,0.5506648781259298,593,2
2262,0.5523835862676765,582,2
2263,0.5622785464652359,560,2
2264,0.5619908102314204,578,2
2265,0.5598124864235461,580,2
2266,0.5577049932715387,554,2
2267,0.5688045389439996,565,2
2268,0.5719006876612815,560,2
2269,0.5746756111081365,562,2
2270,0.5696353835863006,567,2
2271,0.5593688191617192,610,2
2272,0.5650019566141508,612,2
2273,0.5694254544584384,601,2
2274,0.5654011890089556,598,2
2275,0.5735848893308543,588,2
2276,0.5704963240462241,597,2
2277,0.5693324411261413,605,2
2278,0.556524115097747,599,2
2279,0.5669369495627674,638,2
2280,0.5722103623395968,558,2
2281,0.5706249428963405,602,2
2282,0.5706132653397855,607,2
2283,0.5737409162529236,560,1
2284,0.5705755178067088,599,1
2285,0.5703098275786785,599,1
2286,0.5669700557769062,587,1
2287,0.5543290391137335,629,1
2288,0.5633035473545174,601,1
2289,0.5632265190141802,602,1
2290,0.5650121928422119,581,1
2291,0.5663518405884789,555,1
2292,0.5765365876308715,551,1
2293,0.5732403452111499,634,1
2294,0.5811795877111485,639,1
2295,0.5878342602709918,581,1
2296,0.5893037288793633,575,1
2297,0.5863889505335735,605,1
2298,0.5812472061074383,575,1
2299,0.5854121370002452,563,1
2300,0.597159123770837,572,1
2301,0.5916797222271821,549,2
2302,0.5899102490987121,556,2
2303,0.5872853068256483,537,2
2304,0.5854157187245814,568,2
2305,0.5789567291889354,575,2
2306,0.5849087781067517,585,2
2307,0.5806144596563885,608,2
2308,0.5829551978377944,631,2
2309,0.5802633887700529,657,2
2310,0.5794851736912562,642,2
2311,0.57834391422783,654,2
2312,0.5783973668518697,627,2
2313,0.5826365737532526,645,2
2314,0.5813619330489769,682,2
2315,0.5793870236291383,674,2
2316,0.5770094898233291,716,2
2317,0.5718413019038198,716,2
2318,0.5706990736180334,716,2
2319,0.575071091134548,644,2
2320,0.5671989274944509,641,2
2321,0.5783787053014277,597,2
2322,0.573290081431218,617,1
2323,0.5740171759391135,626,1
2324,0.5739748586484938,579,1
2325,0.5719613491944171,612,1
2326,0.5756275715772872,596,1
2327,0.5661825033824549,606,1
2328,0.5711544979211101,644,1
2329,0.5712377446508338,631,1
2330,0.5712238904567809,651,1
2331,0.5693041439748252,690,1
2332,0.5764176921026015,647,1
2333,0.576753569164448,655,1
2334,0.56634564947222,647,1
2335,0.5669473015323542,638,1
2336,0.5708121317076084,617,1
2337,0.5643148214587932,619,1
2338,0.5700300773517403,623,1
2339,0.5701154228987504,603,1
2340,0.566302566376326,644,1
2341,0.5717357475011032,655,1
2342,0.5661005812718026,674,2
2343,0.5634803303171013,672,2
2344,0.5538322747714808,700,3
2345,0.5538648759912165,715,3
2346,0.5538239580857318,710,3
2347,0.5597152104129183,651,3
2348,0.5584758636917984,613,3
2349,0.560466936598957,602,3
2350,0.5499394802000567,627,3
2351,0.556497436670119,612,3
2352,0.5563861836774348,607,3
2353,0.5726977481150165,585,3
2354,0.5588409978571566,604,3
2355,0.5478522176359042,626,3
2356,0.542833322973231,620,2
2357,0.5474020323782636,649,3
2358,0.5427640119546666,634,3
2359,0.5391677217088757,631,3
2360,0.5378103310071366,642,3
2361,0.5374497724820381,710,3
2362,0.5395684992879312,738,3
2363,0.5359457330580182,750,3
2364,0.5374053046051988,741,3
2365,0.5366865143650833,712,3
2366,0.5382302796415792,697,3
2367,0.5412336151261153,644,3
2368,0.5467721305199557,555,3
2369,0.5559110454684782,599,3
2370,0.5568057135118148,610,3
2371,0.5503393213791196,597,3
2372,0.5351248567298238,638,3
2373,0.5332021154586527,611,3
2374,0.5534275576362911,580,3
2375,0.5555036381590925,569,2
2376,0.5554615683092639,573,2
2377,0.5565802764451043,557,2
2378,0.556800007599973,547,2
2379,0.5552357617089205,539,2
2380,0.5217316168403627,617,2
2381,0.5241254150556284,618,2
2382,0.5449324412883851,591,2
2383,0.5722408014007477,529,2
2384,0.5721855797291482,522,2
2385,0.568188039549012,518,2
2386,0.5681007939108556,520,2
2387,0.5621788571076983,575,2
2388,0.5610850063262512,551,3
2389,0.5592203274543301,572,2
2390,0.5605497645423909,566,2
2391,0.5611381217306824,573,2
2392,0.5750964055170511,529,2
2393,0.5737482020391652,539,2
2394,0.566742411494297,589,2
2395,0.5581439409244745,594,2
2396,0.5571365721001148,586,1
2397,0.5426836060220747,594,1
2398,0.5526414019515856,587,1
2399,0.5517308819926684,590,1
2400,0.5519848876379052,595,1
2401,0.5539421067761274,550,1
2402,0.5523147173435378,536,1
2403,0.5468735770220329,548,1
2404,0.5808818415078291,485,1
2405,0.5811067945801431,488,1
2406,0.5811067945801431,485,1
2407,0.5817665906301646,504,1
2408,0.5829080766649243,519,1
2409,0.574689581244239,547,1
2410,0.5802429151065747,527,1
2411,0.5744988250867007,547,1
2412,0.5608605712101117,532,1
2413,0.5662662759236016,496,2
2414,0.5714935809073636,473,2
2415,0.5662578492587778,494,2
2416,0.5701312307976212,483,2
2417,0.5543268105529856,555,1
2418,0.569280264329652,545,2
2419,0.566721273415711,542,2
2420,0.5691302993328825,560,3
2421,0.576932475381954,549,3
2422,0.5737215267786003,501,3
2423,0.5682003178115593,479,3
2424,0.5641104333111444,459,3
2425,0.5692939166778653,463,3
2426,0.567429004159383,445,3
2427,0.567141112619833,465,3
2428,0.5557365014519241,533,2
2429,0.5801148218275233,634,2
2430,0.580209551813349,668,2
2431,0.5921604857244304,578,2
2432,0.591490896054735,583,2
2433,0.58791724960914,572,1
2434,0.5898957534805367,561,1
2435,0.5866659047257003,523,1
2436,0.5827402298847076,500,1
2437,0.5828519800466965,500,1
2438,0.5779506251690479,490,1
2439,0.5849072656999833,486,1
2440,0.588811398766258,477,1
2441,0.587475452580888,514,1
2442,0.5897743176506877,501,1
2443,0.5893529788827196,530,1
2444,0.5937754796938803,531,1
2445,0.6045097709115774,533,1
2446,0.6057584744195974,528,1
2447,0.6066114069905387,484,1
2448,0.603904052111441,488,2
2449,0.6106408698209498,490,2
2450,0.6043999273122985,503,2
2451,0.6047850449118997,520,2
2452,0.605839245134619,533,2
2453,0.6069857679778894,529,2
2454,0.6026519196068348,546,2
2455,0.6009881837059097,544,2
2456,0.5987239690886849,548,2
2457,0.5842216465790359,550,2
2458,0.5834701755868932,547,2
2459,0.5853546922758898,591,2
2460,0.5846976228392514,583,2
2461,0.5786698161620506,581,2
2462,0.5722060495913072,596,2
2463,0.5717312080836884,568,2
2464,0.5724425300453776,572,2
2465,0.580222342698767,609,3
2466,0.5746228821088736,564,2
2467,0.5722013390966043,564,2
2468,0.5718474493463991,592,2
2469,0.5729890771980608,608,2
2470,0.5779572260421636,573,2
2471,0.5764063941677415,584,2
2472,0.5921538863603785,573,2
2473,0.5905079000195252,577,2
2474,0.5894385074436038,575,2
2475,0.5900449683667774,553,2
2476,0.588338073814952,562,2
2477,0.5850014713218059,610,2
2478,0.58552925523005,617,2
2479,0.5750138307822916,567,2
2480,0.575129056371214,545,2
2481,0.5705699724071248,552,2
2482,0.5655319727881634,597,2
2483,0.5697604203166984,572,2
2484,0.5734188460406887,562,2
2485,0.5773494265460736,654,2
2486,0.5739641780375059,668,2
2487,0.5660599653743041,681,2
2488,0.5667842783889073,681,2
2489,0.5543701487884242,695,3
2490,0.5566471039405751,687,3
2491,0.5596939470439285,634,3
2492,0.5609193789872707,605,3
2493,0.556581011613277,548,3
2494,0.559122691725646,512,3
2495,0.5597790554482582,571,2
2496,0.5572607714974233,587,2
2497,0.5663964363962481,605,2
2498,0.5690671404973776,585,2
2499,0.5771252889041147,559,2
2500,0.5562686161432219,599,2
2501,0.5428172687366345,583,2
2502,0.5369104866290026,597,2
2503,0.5321868434832623,619,2
2504,0.5355971856063285,651,2
2505,0.5372134489899132,673,2
2506,0.5513724237638268,628,2
2507,0.5495606507566597,596,2
2508,0.5507829089678995,603,2
2509,0.5530540653957818,599,2
2510,0.5456016185457172,629,2
2511,0.5418257974115153,647,2
2512,0.5435814025064499,655,2
2513,0.5451787839435064,637,2
2514,0.5603489028022213,611,2
2515,0.5563734295961199,606,2
2516,0.5582921075901738,580,2
2517,0.5591318214125688,635,2
2518,0.5576391656213029,635,2
2519,0.5536724010762997,648,1
2520,0.55071479056716,612,2
2521,0.551836453801218,611,2
2522,0.5559896330898916,576,2
2523,0.5434461314078286,668,3
2524,0.5431679145882407,669,3
2525,0.544511293005238,652,3
2526,0.5538983114959788,545,2
2527,0.5580021297052168,554,2
2528,0.5576666559838368,538,2
2529,0.5726567413648105,525,2
2530,0.5804511803149089,515,2
2531,0.5715004421546417,549,2
2532,0.5675111873666602,563,2
2533,0.5627491802395245,558,2
2534,0.5632029272486814,544,2
2535,0.5683120522763931,544,2
2536,0.5576069076217054,518,2
2537,0.5675251454105573,514,2
2538,0.5685392517042769,488,2
2539,0.5676445371976444,490,2
2540,0.5590683951672266,534,2
2541,0.5678402502831534,510,2
2542,0.5731350144884015,476,2
2543,0.5734934210059587,482,2
2544,0.5723269197624109,504,2
2545,0.5555539202814004,494,2
2546,0.5394745628019336,526,2
2547,0.5371357217992325,534,2
2548,0.5421757918466897,513,2
2549,0.5431010310097399,525,2
2550,0.5448484862043466,527,2
2551,0.5436992828019094,550,2
2552,0.5380512785211468,548,2
2553,0.5324707652306926,630,2
2554,0.5346243696132601,635,3
2555,0.5350131362879391,637,3
2556,0.5292179927695959,654,3
2557,0.5324568712729112,613,3
2558,0.5325248154070815,637,3
2559,0.5409484829154945,636,3
2560,0.5463667099617547,627,3
2561,0.5466353450174106,624,3
2562,0.5485724141808335,550,2
2563,0.5389670682380356,546,2
2564,0.5381291903620259,547,2
2565,0.5396750664690473,585,2
2566,0.545254390964467,580,2
2567,0.5443189456415424,549,2
2568,0.5440436100226823,550,2
2569,0.5448890220663617,542,2
2570,0.5394383775510452,626,3
2571,0.539590683223446,629,3
2572,0.5379493669576054,592,3
2573,0.5376672387831805,588,3
2574,0.5380458168604273,583,3
2575,0.5375774759949881,586,3
2576,0.5512915439079632,585,3
2577,0.5538045863764577,579,3
2578,0.5443803177368886,564,3
2579,0.5448338180740836,559,3
2580,0.5674363637819961,575,3
2581,0.567309607253522,562,3
2582,0.5639341919089081,593,3
2583,0.5587774720700094,614,3
2584,0.5541395449708957,597,3
2585,0.5486954023655464,608,3
2586,0.53787413958897,625,3
2587,0.5449911211393178,641,3
2588,0.5463838866577723,702,3
2589,0.5365641626756547,719,3
2590,0.5393429309048414,716,3
2591,0.5396915178120425,715,3
2592,0.5537683386608235,654,3
2593,0.5449836373682948,596,2
2594,0.5490574960244093,588,2
2595,0.5487669637459576,601,2
2596,0.5555594350559038,687,2
2597,0.549158130208758,614,2
2598,0.5554680813762873,640,2
2599,0.5542997238189081,615,2
2600,0.5612835026627672,663,2
2601,0.5622006771432047,651,2
2602,0.5676651089749845,653,2
2603,0.5680751711556952,637,2
2604,0.5580904921015003,667,2
2605,0.5644237912439354,585,2
2606,0.5563135291358596,571,2
2607,0.5527698220302257,550,2
2608,0.5517067914147081,544,2
2609,0.5534760242938406,546,2
2610,0.5528666485943755,541,2
2611,0.565302606551829,525,2
2612,0.5571803051395264,561,2
2613,0.5606511513563635,546,2
2614,0.5606300972074881,550,1
2615,0.5552848168928393,537,1
2616,0.5534555618600009,551,1
2617,0.5533388807307279,555,1
2618,0.5632410030332279,595,2
2619,0.5697262686538798,572,2
2620,0.5597865849164777,567,1
2621,0.5429864850886004,586,1
2622,0.546670188732105,574,1
2623,0.5544950960003191,562,1
2624,0.5538838897456879,583,1
2625,0.5534326225891618,563,1
2626,0.571022667827802,541,1
2627,0.571992006186762,560,1
2628,0.5715628078095011,555,1
2629,0.5717728722375343,570,1
2630,0.5695081050166703,574,1
2631,0.5663241155078634,568,1
2632,0.5550950272410978,680,2
2633,0.5691223045499392,613,1
2634,0.5645304216108742,659,1
2635,0.5750855534195682,566,1
2636,0.5753322307286448,554,1
2637,0.5733616853897303,587,1
2638,0.5722092945566505,581,1
2639,0.5670091304824281,580,2
2640,0.5703419708589155,576,2
2641,0.5661524186369107,581,2
2642,0.5669834465637886,612,2
2643,0.5651620918428912,615,2
2644,0.5624406158689699,617,2
2645,0.5651425907681631,612,2
2646,0.5684730686977364,603,2
2647,0.5675605009157759,611,2
2648,0.5610189407924856,557,1
2649,0.5643811707178727,542,1
2650,0.5698017288226479,542,1
2651,0.5740645387440089,538,1
2652,0.5762390923467755,533,1
2653,0.5707752967385346,706,1
2654,0.5711951146175163,696,1
2655,0.5705574878366559,705,1
2656,0.5882821477395261,736,2
2657,0.5753299784760154,744,2
2658,0.5818166452168843,742,2
2659,0.5814484849953756,696,2
2660,0.5791021167578904,683,2
2661,0.5853004755664667,529,2
2662,0.5829824496499457,509,3
2663,0.579584864333052,475,2
2664,0.5798400610009053,493,2
2665,0.5799126761829313,528,1
2666,0.5798496643646348,526,1
2667,0.5738349345151574,568,2
2668,0.579562646033632,538,1
2669,0.5784983250696206,533,1
2670,0.578057285239819,528,1
2671,0.5794049028584359,518,1
2672,0.5694451343560459,546,1
2673,0.5693515217097607,552,1
2674,0.5712359462525836,546,1
2675,0.552570283219751,550,2
2676,0.563254045904047,545,1
2677,0.5620870105923775,534,1
2678,0.5616760729598368,519,1
2679,0.5650264523582704,578,1
2680,0.5704436051180302,583,1
2681,0.5614662346087442,615,1
2682,0.5720702166007775,633,2
2683,0.5646434736250199,570,2
2684,0.5759291835341966,535,2
2685,0.5744813904114162,546,2
2686,0.5727131083731498,558,2
2687,0.5743183842683032,564,2
2688,0.5664104976308801,527,1
2689,0.5729101017490456,527,1
2690,0.5733808567960895,520,1
2691,0.5734767830659011,547,1
2692,0.5684525100150047,551,1
2693,0.5667743977323886,563,1
2694,0.5691935841034127,563,2
2695,0.5660768430412503,581,2
2696,0.565437796155486,585,2
2697,0.5674600408278654,530,2
2698,0.5656918938178265,541,2
